133,150,192,387,1007,1088,1131,4230,1141,716,663,404,1179,2763,3972,2564,3135,317,955,3621,467,1278,3457,3156,595,1409,2113,2097,1111,1888,4757,5357,4873,3911,1555,2317,2601,461,593,804,3369,4575,1896,625,757,3393,5846,775,2319,5466,6276,2726,4498,3154,789,1272,3231,2910,5574,2287,654,307,818,858,810,1119,3388,574,604,1161,1440,1866,646,647,1865,1445,4019,2506,2227,3359,3515,981,274,1826,475,337,809,1602,1967,1218,2938,222
763,862,1355,3710,4432,1511,1678,2422,2683,3484,1156,2080,254,341,472,1815,250,1207,306,1083,1227,1374,1140,1277,1820,2038,5202,3608,1011,1240,2684,3817,4960,2632,5142,1837,2210,3386,2488,3071,3402,2310,521,807,1840,1377,1028,2053,3195,6188,3119,287,2584,120,3688,4054,161,416,516,839,1006,1591,2255,3414,1600,3568,1722,3382,2515,3491,5192,3768,592,973,3199,1185,617,1455,1659,4243,1173,985,745,1980,444,138,220,279,2327,2666,540,200,462,457,580,334,486,551,1666,3239,4622,1353,2354,2844,3531,324,1339,2445,1976,4949,1108,1320,3203,4352,2978,4146,3070,2401,660,413,453,389,678,1251,4069,3887,1805,1087,390,440,384,3528,627,556,1235,1698,2932,5126,6429,2638,2263,4300,4161,3811,4969,4877,1791,1387,2452,2389,2643,5623,2500,184,63
1947,3320,1936,653,1656,3083,3406,5457,4279,5611,3905,5807,4421,5619
1550,3038
341,472,1815,250,1207,306,1083,1227,1374,1140,1277,1820,2038,5202,3608,1011,1240,2684,3817,4960,2632,5142,1837,2210,3386,2488,3071,3402,2310,521,807,1840,1377,1028,2053,3195,6188,3119
2245,3668,2545,3965,1908,5699,2069,2471,6152
303,971,2468,2900,902,1548,4366,2237,3127,742,2732,2010,2587,708,1274,1709
2291,3013,1324,2792
2082,1550,3038,4762,3003
795,1712,888
1169,2846,1344,895
317,955,3621
4598,4751
587,2245,3668,2545,3965,1908,5699,2069,2471,6152,344,689,1124,842,1192,2109,5351,2348,247,523
667,1686,594,335
587,2245,3668,2545,3965,1908,5699,2069,2471,6152
604,1161,1440,1866
1654,1987,2421,2667
775,2319,5466,6276,2726,4498,3154,789
2468,2900
612,533,1316,1969,4119,4363,3613,3363
1031,3098,5626,4840,4593
200,462,457
574,604,1161,1440,1866
1593,1810
2314,4110
138,220,279,2327,2666,540,200,462,457,580,334,486,551,1666,3239,4622,1353,2354,2844,3531,324,1339,2445,1976,4949,1108,1320,3203,4352,2978,4146,3070,2401,660,413,453,389,678,1251,4069,3887,1805,1087,390,440,384,3528,627,556,1235,1698,2932,5126,6429,2638,2263,4300,4161,3811,4969,4877,1791,1387,2452,2389,2643,5623,2500,184,63
3535,4872
1251,4069
3760,5769,1389,892
1235,1698,2932,5126,6429,2638,2263,4300,4161
1359,1279,5657,5745,1610,1070,1174
1916,1756,2350,978,2820
2319,5466,6276,2726,4498,3154
764,1469,2138,3739,3403,1254
17,13,121,141,193,258,795,1712,888,3167,205,657,673,583,1411,2019,1777,768,1674,928,3466,2299,2926,3249,2544,2195,3603,4572,631,2276,3034,2803,3299,1287,3917,723,720,2091,3212,4086,2782,883,2364,2056,4222,3107,231,353
348,2156,2088
4093,4466,3829
850,764,1469,2138,3739,3403,1254,1217,1138,1137,1084,2072,2015,1021
1359,1279,5657,5745,1610
1308,797
1171,1452
3811,4969,4877,1791,1387,2452,2389,2643,5623
930,5887
163,587,2245,3668,2545,3965,1908,5699,2069,2471,6152,344,689,1124,842,1192,2109,5351,2348,247,523,288,409,612,533,1316,1969,4119,4363,3613,3363,1947,3320,1936,653,1656,3083,3406,5457,4279,5611,3905,5807,4421,5619,1627,2740,2848,887,2341,2595,1200,3502,2642,2855,468,1013,2360,1248,2036,3774,2323,1117,2119,2394,442,3052,4565,2402,498,730,1399,2575,3893,4206,5786,3616,5004,3012,1682,1862,1380,900,1359,1279,5657,5745,1610,1070,1174,915,1696,1868,4645,4945,6012,1869,4114,642,3760,5769,1389,892,369,361,342,263,164,219
5786,3616,5004,3012,1682,1862,1380,900
3911,1555,2317,2601
2227,3359,3515
2782,883,2364,2056,4222,3107
4645,4945,6012
2452,2389,2643,5623
307,818,858,810,1119,3388,574,604,1161,1440,1866,646,647,1865,1445,4019,2506,2227,3359,3515,981,274,1826
3710,4432
1386,930,5887
416,516,839,1006,1591,2255,3414,1600,3568,1722,3382,2515,3491,5192,3768,592,973,3199,1185
5786,3616,5004,3012
583,1411,2019,1777,768,1674,928,3466,2299,2926,3249,2544
842,1192
561,947,2197,2116,3797,736,1090,1443,1267,1488,1191,2081,3522,2570,3535,4872,879,953,4238,2375,2152
2138,3739,3403
3414,1600
107,110,157,88
2091,3212,4086
390,440,384,3528,627,556,1235,1698,2932,5126,6429,2638,2263,4300,4161
1282,1705,2007,3176
848,2535
1159,1462,4075,700,1786,2175
1865,1445,4019
1137,1084,2072,2015
1124,842,1192,2109,5351,2348
61,133,150,192,387,1007,1088,1131,4230,1141,716,663,404,1179,2763,3972,2564,3135,317,955,3621,467,1278,3457,3156,595,1409,2113,2097,1111,1888,4757,5357,4873,3911,1555,2317,2601,461,593,804,3369,4575,1896,625,757,3393,5846,775,2319,5466,6276,2726,4498,3154,789,1272,3231,2910,5574,2287,654,307,818,858,810,1119,3388,574,604,1161,1440,1866,646,647,1865,1445,4019,2506,2227,3359,3515,981,274,1826,475,337,809,1602,1967,1218,2938,222,212,236,667,1686,594,335
498,730,1399,2575,3893,4206,5786,3616,5004,3012,1682,1862,1380,900,1359,1279,5657,5745,1610,1070,1174,915,1696,1868,4645,4945,6012,1869,4114,642,3760,5769,1389,892
764,1469,2138,3739,3403,1254,1217,1138,1137,1084,2072,2015,1021
757,3393
1355,3710,4432
1947,3320
1111,1888,4757,5357,4873
1169,2846,1344,895,874,1057,1448,1729,2084,3880,1719
2350,978
352,561,947,2197,2116,3797,736,1090,1443,1267,1488,1191,2081,3522,2570,3535,4872,879,953,4238,2375,2152,1880,3746,4598,4751,1966,2857,2811,2872,2182,1992,2004,4499,2744,3519,2525,1633,1654,1987,2421,2667,694,582,894,682,1916,1756,2350,978,2820,1282,1705,2007,3176,1210,2030,2777,3815,2314,4110,4353,2793,2759,784,1547,2559,2810,2843,1232,3690,2291,3013,1324,2792
110,157
2195,3603,4572
2575,3893
971,2468,2900,902,1548,4366
2782,883,2364,2056,4222
1269,3822,5199,1257,3147
1837,2210
389,678,1251,4069,3887,1805,1087
1355,3710,4432,1511,1678,2422,2683,3484
4757,5357
1698,2932,5126,6429
2777,3815
763,862,1355,3710,4432,1511,1678,2422,2683,3484,1156,2080
2053,3195,6188,3119
1007,1088
902,1548,4366
2422,2683
409,612,533,1316,1969,4119,4363,3613,3363,1947,3320,1936,653,1656,3083,3406,5457,4279,5611,3905,5807,4421,5619,1627,2740,2848,887,2341,2595,1200,3502,2642,2855
184,63
640,1269,3822,5199,1257,3147,3583,1294,1391,2619,2164,1780,1026
2445,1976,4949,1108,1320,3203,4352,2978,4146,3070
40,0,45,50,303,971,2468,2900,902,1548,4366,2237,3127,742,2732,2010,2587,708,1274,1709,74,75,91,180,160,134,218,230,1159,1462,4075,700,1786,2175,1386,930,5887,234,325,640,1269,3822,5199,1257,3147,3583,1294,1391,2619,2164,1780,1026,732,1213,1842,3973,1985,3018,2610,3091,6109,4398,326,227,302,310,104,177,436,20,1553,2942,4138,1322,2235,2730,983,3296,510
133,150,192,387,1007,1088,1131,4230,1141,716,663,404,1179,2763,3972,2564,3135,317,955,3621,467,1278,3457,3156,595,1409,2113,2097,1111,1888,4757,5357,4873,3911,1555,2317,2601,461,593,804,3369,4575,1896,625,757,3393,5846,775,2319,5466,6276,2726,4498,3154,789,1272,3231,2910,5574,2287,654,307,818,858,810,1119,3388,574,604,1161,1440,1866,646,647,1865,1445,4019,2506,2227,3359,3515,981,274,1826,475,337,809,1602,1967,1218,2938,222,212,236,667,1686,594,335
763,862,1355,3710,4432,1511,1678,2422,2683,3484,1156,2080,254,341,472,1815,250,1207,306,1083,1227,1374,1140,1277,1820,2038,5202,3608,1011,1240,2684,3817,4960,2632,5142,1837,2210,3386,2488,3071,3402,2310,521,807,1840,1377,1028,2053,3195,6188,3119,287,2584,120,3688,4054
1947,3320,1936,653,1656,3083,3406,5457,4279,5611,3905,5807,4421,5619,1627,2740,2848,887,2341
1399,2575,3893,4206
1011,1240,2684,3817,4960,2632,5142,1837,2210,3386
1083,1227,1374,1140,1277,1820,2038,5202,3608,1011,1240,2684,3817,4960,2632,5142,1837,2210,3386
3688,4054
105,95,114,129,171,139,352,561,947,2197,2116,3797,736,1090,1443,1267,1488,1191,2081,3522,2570,3535,4872,879,953,4238,2375,2152,1880,3746,4598,4751,1966,2857,2811,2872,2182,1992,2004,4499,2744,3519,2525,1633,1654,1987,2421,2667,694,582,894,682,1916,1756,2350,978,2820,1282,1705,2007,3176,1210,2030,2777,3815,2314,4110,4353,2793,2759,784,1547,2559,2810,2843,1232,3690,2291,3013,1324,2792,2082,1550,3038,4762,3003,3915,2722,151,86,101
3811,4969,4877
2082,1550,3038,4762,3003,3915
35,36,107,110,157,88,79,763,862,1355,3710,4432,1511,1678,2422,2683,3484,1156,2080,254,341,472,1815,250,1207,306,1083,1227,1374,1140,1277,1820,2038,5202,3608,1011,1240,2684,3817,4960,2632,5142,1837,2210,3386,2488,3071,3402,2310,521,807,1840,1377,1028,2053,3195,6188,3119,287,2584,120,3688,4054,161,416,516,839,1006,1591,2255,3414,1600,3568,1722,3382,2515,3491,5192,3768,592,973,3199,1185,617,1455,1659,4243,1173,985,745,1980,444,138,220,279,2327,2666,540,200,462,457,580,334,486,551,1666,3239,4622,1353,2354,2844,3531,324,1339,2445,1976,4949,1108,1320,3203,4352,2978,4146,3070,2401,660,413,453,389,678,1251,4069,3887,1805,1087,390,440,384,3528,627,556,1235,1698,2932,5126,6429,2638,2263,4300,4161,3811,4969,4877,1791,1387,2452,2389,2643,5623,2500,184,63,163,587,2245,3668,2545,3965,1908,5699,2069,2471,6152,344,689,1124,842,1192,2109,5351,2348,247,523,288,409,612,533,1316,1969,4119,4363,3613,3363,1947,3320,1936,653,1656,3083,3406,5457,4279,5611,3905,5807,4421,5619,1627,2740,2848,887,2341,2595,1200,3502,2642,2855,468,1013,2360,1248,2036,3774,2323,1117,2119,2394,442,3052,4565,2402,498,730,1399,2575,3893,4206,5786,3616,5004,3012,1682,1862,1380,900,1359,1279,5657,5745,1610,1070,1174,915,1696,1868,4645,4945,6012,1869,4114,642,3760,5769,1389,892,369,361,342,263,164,219,105,95,114,129,171,139,352,561,947,2197,2116,3797,736,1090,1443,1267,1488,1191,2081,3522,2570,3535,4872,879,953,4238,2375,2152,1880,3746,4598,4751,1966,2857,2811,2872,2182,1992,2004,4499,2744,3519,2525,1633,1654,1987,2421,2667,694,582,894,682,1916,1756,2350,978,2820,1282,1705,2007,3176,1210,2030,2777,3815,2314,4110,4353,2793,2759,784,1547,2559,2810,2843,1232,3690,2291,3013,1324,2792,2082,1550,3038,4762,3003,3915,2722,151,86,101,48,61,133,150,192,387,1007,1088,1131,4230,1141,716,663,404,1179,2763,3972,2564,3135,317,955,3621,467,1278,3457,3156,595,1409,2113,2097,1111,1888,4757,5357,4873,3911,1555,2317,2601,461,593,804,3369,4575,1896,625,757,3393,5846,775,2319,5466,6276,2726,4498,3154,789,1272,3231,2910,5574,2287,654,307,818,858,810,1119,3388,574,604,1161,1440,1866,646,647,1865,1445,4019,2506,2227,3359,3515,981,274,1826,475,337,809,1602,1967,1218,2938,222,212,236,667,1686,594,335,34,2829
1240,2684,3817,4960,2632,5142,1837,2210
574,604,1161,1440,1866,646
3811,4969,4877,1791,1387
1294,1391,2619,2164
807,1840,1377
1251,4069,3887,1805,1087
2445,1976
954,754,4971,3040
20,1553,2942,4138,1322,2235,2730,983
1320,3203,4352,2978,4146,3070
3905,5807,4421,5619
35,36,107,110,157,88,79,763,862,1355,3710,4432,1511,1678,2422,2683,3484,1156,2080,254,341,472,1815,250,1207,306,1083,1227,1374,1140,1277,1820,2038,5202,3608,1011,1240,2684,3817,4960,2632,5142,1837,2210,3386,2488,3071,3402,2310,521,807,1840,1377,1028,2053,3195,6188,3119,287,2584,120,3688,4054,161,416,516,839,1006,1591,2255,3414,1600,3568,1722,3382,2515,3491,5192,3768,592,973,3199,1185,617,1455,1659,4243,1173,985,745,1980,444,138,220,279,2327,2666,540,200,462,457,580,334,486,551,1666,3239,4622,1353,2354,2844,3531,324,1339,2445,1976,4949,1108,1320,3203,4352,2978,4146,3070,2401,660,413,453,389,678,1251,4069,3887,1805,1087,390,440,384,3528,627,556,1235,1698,2932,5126,6429,2638,2263,4300,4161,3811,4969,4877,1791,1387,2452,2389,2643,5623,2500,184,63,163,587,2245,3668,2545,3965,1908,5699,2069,2471,6152,344,689,1124,842,1192,2109,5351,2348,247,523,288,409,612,533,1316,1969,4119,4363,3613,3363,1947,3320,1936,653,1656,3083,3406,5457,4279,5611,3905,5807,4421,5619,1627,2740,2848,887,2341,2595,1200,3502,2642,2855,468,1013,2360,1248,2036,3774,2323,1117,2119,2394,442,3052,4565,2402,498,730,1399,2575,3893,4206,5786,3616,5004,3012,1682,1862,1380,900,1359,1279,5657,5745,1610,1070,1174,915,1696,1868,4645,4945,6012,1869,4114,642,3760,5769,1389,892,369,361,342,263,164,219,105,95,114,129,171,139,352,561,947,2197,2116,3797,736,1090,1443,1267,1488,1191,2081,3522,2570,3535,4872,879,953,4238,2375,2152,1880,3746,4598,4751,1966,2857,2811,2872,2182,1992,2004,4499,2744,3519,2525,1633,1654,1987,2421,2667,694,582,894,682,1916,1756,2350,978,2820,1282,1705,2007,3176,1210,2030,2777,3815,2314,4110,4353,2793,2759,784,1547,2559,2810,2843,1232,3690,2291,3013,1324,2792,2082,1550,3038,4762,3003,3915,2722,151,86,101,48,61,133,150,192,387,1007,1088,1131,4230,1141,716,663,404,1179,2763,3972,2564,3135,317,955,3621,467,1278,3457,3156,595,1409,2113,2097,1111,1888,4757,5357,4873,3911,1555,2317,2601,461,593,804,3369,4575,1896,625,757,3393,5846,775,2319,5466,6276,2726,4498,3154,789,1272,3231,2910,5574,2287,654,307,818,858,810,1119,3388,574,604,1161,1440,1866,646,647,1865,1445,4019,2506,2227,3359,3515,981,274,1826,475,337,809,1602,1967,1218,2938,222,212,236,667,1686,594,335,34,2829,66
732,1213,1842,3973,1985,3018,2610,3091,6109,4398
220,279,2327,2666,540,200,462,457,580,334,486,551,1666,3239,4622,1353,2354,2844,3531,324,1339,2445,1976,4949,1108,1320,3203,4352,2978,4146,3070,2401,660,413,453,389,678,1251,4069,3887,1805,1087,390,440,384,3528,627,556,1235,1698,2932,5126,6429,2638,2263,4300,4161,3811,4969,4877,1791,1387,2452,2389,2643,5623,2500
279,2327,2666,540,200,462,457,580
13,121,141,193,258,795,1712,888,3167,205,657,673,583,1411,2019,1777,768,1674,928,3466,2299,2926,3249,2544,2195,3603,4572,631,2276,3034,2803,3299,1287,3917,723,720,2091,3212,4086,2782,883,2364,2056,4222,3107,231,353
1511,1678,2422,2683,3484
944,3718
348,2156,2088,4093,4466,3829
1815,250,1207
560,1997,954,754,4971,3040
2422,2683,3484
3203,4352
947,2197,2116,3797
2744,3519
2038,5202
256,348,2156,2088,4093,4466,3829,2420,3416,2404,529,434,569
593,804,3369,4575,1896,625,757,3393,5846
2797,3330
1007,1088,1131,4230,1141,716,663
2109,5351
973,3199,1185
1880,3746,4598,4751,1966,2857,2811,2872,2182,1992,2004,4499,2744,3519,2525,1633
1011,1240,2684,3817,4960,2632,5142,1837,2210
341,472,1815,250,1207
585,3185,560,1997,954,754,4971,3040,564,1031,3098,5626,4840,4593
2238,3510
3457,3156
1696,1868
20,1553,2942,4138,1322,2235,2730
212,236,667,1686,594,335
1445,4019
627,556
328,487,677,1308,797,1171,1452,1798,857,5480,378,1808,2797,3330,446,476
279,2327,2666,540
2030,2777,3815,2314,4110,4353
1272,3231
352,561,947,2197,2116,3797,736,1090,1443,1267,1488,1191,2081,3522,2570,3535,4872,879,953,4238,2375,2152,1880,3746,4598,4751,1966,2857,2811,2872,2182,1992,2004,4499,2744,3519,2525,1633,1654,1987,2421,2667,694,582,894,682,1916,1756,2350,978,2820,1282,1705,2007,3176,1210,2030,2777,3815,2314,4110,4353,2793,2759,784,1547,2559,2810,2843,1232,3690,2291,3013,1324,2792,2082,1550,3038,4762,3003,3915,2722
4119,4363
763,862,1355,3710,4432,1511,1678,2422,2683,3484,1156,2080,254,341,472,1815,250,1207,306,1083,1227,1374,1140,1277,1820,2038,5202,3608,1011,1240,2684,3817,4960,2632,5142,1837,2210,3386,2488,3071,3402,2310,521,807,1840,1377,1028,2053,3195,6188,3119,287,2584,120,3688,4054,161,416,516,839,1006,1591,2255,3414,1600,3568,1722,3382,2515,3491,5192,3768,592,973,3199,1185,617,1455,1659,4243,1173,985,745,1980,444
258,795,1712,888,3167
1936,653
2811,2872,2182,1992,2004,4499
1083,1227,1374,1140
2632,5142,1837,2210
287,2584,120
1308,797,1171,1452,1798,857,5480
468,1013,2360,1248,2036,3774,2323,1117,2119,2394,442,3052,4565,2402
1448,1729,2084,3880,1719
2910,5574,2287
720,2091,3212,4086,2782,883,2364,2056,4222,3107
3382,2515,3491,5192,3768
3212,4086
763,862,1355,3710,4432,1511,1678,2422,2683,3484,1156,2080,254,341,472,1815,250,1207,306,1083,1227,1374,1140,1277,1820,2038,5202,3608,1011,1240,2684,3817,4960,2632,5142,1837,2210,3386,2488,3071,3402,2310,521,807,1840,1377,1028,2053,3195,6188,3119,287,2584,120
516,839,1006,1591,2255,3414,1600,3568,1722,3382,2515,3491,5192,3768
4762,3003
1880,3746,4598,4751
105,95,114,129,171,139,352,561,947,2197,2116,3797,736,1090,1443,1267,1488,1191,2081,3522,2570,3535,4872,879,953,4238,2375,2152,1880,3746,4598,4751,1966,2857,2811,2872,2182,1992,2004,4499,2744,3519,2525,1633,1654,1987,2421,2667,694,582,894,682,1916,1756,2350,978,2820,1282,1705,2007,3176,1210,2030,2777,3815,2314,4110,4353,2793,2759,784,1547,2559,2810,2843,1232,3690,2291,3013,1324,2792,2082,1550,3038,4762,3003,3915,2722,151,86,101,48,61,133,150,192,387,1007,1088,1131,4230,1141,716,663,404,1179,2763,3972,2564,3135,317,955,3621,467,1278,3457,3156,595,1409,2113,2097,1111,1888,4757,5357,4873,3911,1555,2317,2601,461,593,804,3369,4575,1896,625,757,3393,5846,775,2319,5466,6276,2726,4498,3154,789,1272,3231,2910,5574,2287,654,307,818,858,810,1119,3388,574,604,1161,1440,1866,646,647,1865,1445,4019,2506,2227,3359,3515,981,274,1826,475,337,809,1602,1967,1218,2938,222,212,236,667,1686,594,335,34
1674,928,3466,2299,2926
337,809,1602,1967,1218,2938,222
487,677,1308,797,1171,1452,1798,857,5480
105,95,114,129,171
